5 digit NTD ID,4 digit NTD ID,Agency,Mode,TOS,Active,Reporter Type,Organization Type ,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY, Fares FY , Operating Expenses FY , Average Cost per Trip FY , Average Fares per Trip FY 
40192,4192,Martin County,CB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",STUART,FL,101,"Port St. Lucie, FL",208,"376,047",65,"158,598",2021,9,2021,"148,551","6,825",21.77," $8,971 "," $564,874 ", $82.77 , $1.31 
40192,4192,Martin County,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",STUART,FL,101,"Port St. Lucie, FL",208,"376,047",65,"158,598",2021,9,2021,"16,270","3,186",5.11," $9,099 "," $388,811 ", $122.04 , $2.86 
40192,4192,Martin County,MB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",STUART,FL,101,"Port St. Lucie, FL",208,"376,047",65,"158,598",2021,9,2021,"388,068","63,422",6.12," $78,655 "," $2,060,463 ", $32.49 , $1.24 
40196,4196,Kentuckiana Regional Planning and Development Agency,VP,DO,Active,Full Reporter,"MPO, COG or Other Planning Agency",LOUISVILLE,KY,43,"Louisville/Jefferson County, KY-IN",477,"972,546","2,446","1,205,028",2021,6,2021,"955,766","30,486",31.35," $165,815 "," $772,352 ", $25.33 , $5.44 
40200,4200,Tampa Bay Area Regional Transit Authority,VP,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,TAMPA,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770","2,778","3,257,481",2021,9,2021,"7,542,050","231,952",32.52," $1,695,319 "," $1,774,395 ", $7.65 , $7.31 
40203,4203,Enterprise Rideshare,VP,DO,Active,Full Reporter,Private-For-Profit Corporation,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",132,"486,290",2018,7,2018,"28,992,306","731,196",39.65," $2,800,569 "," $2,131,727 ", $2.92 , $3.83 
40204,4204,Mid-Cumberland Human Resource Agency,DR,DO,Active,Reduced Reporter,Independent Public Agency or Authority of Transit Service,NASHVILLE,TN,241,"Murfreesboro, TN",77,"133,228","5,415","1,141,280",2020,6,2020,,,,,,,  
40204,4204,Mid-Cumberland Human Resource Agency,DR,PT,Active,Reduced Reporter,Independent Public Agency or Authority of Transit Service,NASHVILLE,TN,241,"Murfreesboro, TN",77,"133,228","5,415","1,141,280",2020,6,2020,,,,,,,  
40208,4208,City of Clemson,MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",CLEMSON,SC,93,"Greenville, SC",320,"400,492",17,"27,983",2021,6,2021,"4,666,412","237,904",19.61, $-   ," $3,325,936 ", $13.98 , $-   
40213,4213,Autauga County Commission,DR,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Prattville,AL,142,"Montgomery, AL",154,"263,907",139,"35,662",2021,9,2021,,,,,,,  
40222,4R06-094,Wake County,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Raleigh,NC,50,"Raleigh, NC",518,"884,891",861,"1,072,203",2021,6,2021,"1,322,186","123,681",10.69," $2,649,974 "," $5,506,379 ", $44.52 , $21.43 
40224,4224,Buncombe County,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ASHEVILLE,NC,133,"Asheville, NC",265,"280,648",657,"269,452",2021,6,2021,"642,054","70,327",9.13," $620,278 "," $2,639,312 ", $37.53 , $8.82 
40224,4224,Buncombe County,MB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ASHEVILLE,NC,133,"Asheville, NC",265,"280,648",657,"269,452",2021,6,2021,"303,137","22,005",13.78, $-   ," $817,723 ", $37.16 , $-   
40228,4228,Mecklenburg County ,DR,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",31,"1,110,356",2021,6,2021,"289,964","20,836",13.92," $1,382,934 "," $3,610,448 ", $173.28 , $66.37 
40228,4228,Mecklenburg County ,DR,TX,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",31,"1,110,356",2021,6,2021,"2,075,583","252,836",8.21," $84,360 "," $2,761,412 ", $10.92 , $0.33 
40230,4230,City of Atlanta,SR,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",132,"486,290",2018,6,2018,"364,699","387,978",0.94," $160,794 "," $5,589,429 ", $14.41 , $0.41 
40232,4232,Central Florida Commuter Rail,CR,PT,Active,Full Reporter,State Government Unit or Department of Transportation,TALLAHASSEE,FL,32,"Orlando, FL",598,"1,510,516",110,"307,573",2021,6,2021,"10,525,426","623,705",16.88," $1,072,432 "," $58,954,165 ", $94.52 , $1.72 
40244,,"Spartanburg Regional Health Services, Inc.",DR,DO,Active,Full Reporter,State Government Unit or Department of Transportation,SPARTANBURG,SC,192,"Spartanburg, SC",190,"180,786",811,"319,785",2021,9,2021,"1,012,475","83,982",12.06," $1,366,335 "," $3,875,570 ", $46.15 , $16.27 
40245,,"Clay County Council on Aging, Inc.",DR,DO,Inactive,Full Reporter,Private-Non-Profit Corporation,Green Cove Springs,FL,40,"Jacksonville, FL",530,"1,065,219",881,"210,000",2017,12,2017,"619,854","86,573",7.16," $25,132 "," $1,815,462 ", $20.97 , $0.29 
40245,,"Clay County Council on Aging, Inc.",MB,DO,Inactive,Full Reporter,Private-Non-Profit Corporation,Green Cove Springs,FL,40,"Jacksonville, FL",530,"1,065,219",881,"210,000",2017,12,2017,"759,810","42,842",17.74," $30,632 "," $479,587 ", $11.19 , $0.71 
40247,,Shelby County Government,VP,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",MEMPHIS,TN,41,"Memphis, TN-MS-AR",497,"1,060,061",319,"744,444",2019,6,2019,"1,549,081","67,045",23.11," $366,569 "," $612,056 ", $9.13 , $5.47 
40258,,"The Looper Group, Inc.",MB,DO,Inactive,Full Reporter,Private-Non-Profit Corporation,St. Petersburg,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770",3,"18,201",2019,3,2019,"24,616","19,531",1.26," $6,219 "," $201,474 ", $10.32 , $0.32 
40259,,"Jolley Trolley Transportation of Clearwater, Inc.",MB,DO,Inactive,Full Reporter,Private-Non-Profit Corporation,Clearwater,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770",21,"62,821",2017,9,2017,"2,154,295","440,049",4.90," $426,398 "," $1,958,539 ", $4.45 , $0.97 
40264,,Georgia State Road and Tollway Authority,CB,PT,Active,Full Reporter,State Government Unit or Department of Transportation,ATLANTA,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2020,6,2020,"36,603,480","1,362,125",26.87," $6,099,323 "," $23,732,562 ", $17.42 , $4.48 
40264,,Georgia State Road and Tollway Authority,VP,PT,Active,Full Reporter,State Government Unit or Department of Transportation,ATLANTA,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2020,6,2020,"21,888,715","544,819",40.18," $3,047,573 "," $2,382,620 ", $4.37 , $5.59 
40265,,North Central Alabama Regional Council of Governments,DR,DO,Active,Full Reporter,"MPO, COG or Other Planning Agency",DECATUR,AL,392,"Decatur, AL",58,"70,436","1,316","152,680",2021,9,2021,"404,288","109,267",3.70," $75,384 "," $1,313,759 ", $12.02 , $0.69 
40928,4R01-005,Baldwin County Commission,CB,DO,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",BAY MINETTE,AL,458,"Daphne-Fairhope, AL",55,"57,383","1,590","218,022",2021,9,2021,,,,,,,  
40928,4R01-005,Baldwin County Commission,DR,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",BAY MINETTE,AL,458,"Daphne-Fairhope, AL",55,"57,383","1,590","218,022",2021,9,2021,"1,536,823","70,029",21.95," $276,015 "," $2,771,974 ", $39.58 , $3.94 
40950,4R08-001,First Tennessee Human Resource Agency,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,JOHNSON CITY,TN,259,"Johnson City, TN",110,"120,415","2,769","512,210",2021,6,2021,"1,728,458","102,945",16.79," $1,665,961 "," $4,024,314 ", $39.09 , $16.18 
41068,4R02-028,Flagler County Public Transportation,DR,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Bunnell,FL,109,"Palm Coast-Daytona Beach-Port Orange, FL",179,"349,064",571,"115,081",2020,9,2020,"635,940","65,389",9.73," $46,828 "," $1,534,335 ", $23.46 , $0.72 
41105,4R04-020,"Audubon Area Community Services, Inc.",DR,DO,Active,Full Reporter,Private-Non-Profit Corporation,OWENSBORO,KY,391,"Owensboro, KY",34,"70,543","2,693","216,306",2021,6,2021,"1,120,581","86,876",12.90," $4,580,949 "," $3,795,951 ", $43.69 , $52.73 
41199,,Board of County Commissioners of St. Lucie County,DR,PT,Active,Full Reporter,,FORT PIERCE,FL,101,"Port St. Lucie, FL",,,,,,9,2022,0,0,, $-   , $-   ,,  
41199,,Board of County Commissioners of St. Lucie County,MB,PT,Active,Full Reporter,,FORT PIERCE,FL,101,"Port St. Lucie, FL",,,,,,9,2022,0,0,, $-   , $-   ,,  
42000,,Atlanta-Region Transit Link Authority,CB,PT,Active,Full Reporter,State Government Unit or Department of Transportation,ATLANTA,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2021,6,2021,"6,132,579","191,093",32.09," $512,350 "," $21,617,270 ", $113.12 , $2.68 
42000,,Atlanta-Region Transit Link Authority,VP,PT,Active,Full Reporter,State Government Unit or Department of Transportation,ATLANTA,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2021,6,2021,"12,086,800","253,643",47.65," $1,620,649 "," $1,953,017 ", $7.70 , $6.39 
44929,,City of Fort Lauderdale,FB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Fort Lauderdale,FL,4,"Miami, FL","1,239","5,502,379",17,"182,437",2020,9,2020,"10,899","37,582",0.29, $-   ," $149,441 ", $3.98 , $-   
44929,,City of Fort Lauderdale,MB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Fort Lauderdale,FL,4,"Miami, FL","1,239","5,502,379",17,"182,437",2020,9,2020,"498,556","129,495",3.85," $40,925 "," $1,566,670 ", $12.10 , $0.32 
50001,5001,City of Appleton,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",APPLETON,WI,165,"Appleton, WI",104,"216,154",117,"216,154",2021,12,2021,"982,168","114,336",8.59," $461,166 "," $2,064,496 ", $18.06 , $4.03 
50001,5001,City of Appleton,MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",APPLETON,WI,165,"Appleton, WI",104,"216,154",117,"216,154",2021,12,2021,"2,441,353","541,320",4.51," $530,064 "," $5,504,087 ", $10.17 , $0.98 
50001,5001,City of Appleton,MB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",APPLETON,WI,165,"Appleton, WI",104,"216,154",117,"216,154",2021,12,2021,"9,768","2,710",3.60, $-   ," $21,863 ", $8.07 , $-   
50002,5002,City of Green Bay,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",GREEN BAY,WI,176,"Green Bay, WI",105,"206,520",90,"176,664",2020,12,2020,"115,671","16,005",7.23," $361,926 "," $537,816 ", $33.60 , $22.61 
50002,5002,City of Green Bay,MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",GREEN BAY,WI,176,"Green Bay, WI",105,"206,520",90,"176,664",2020,12,2020,"1,678,112","526,958",3.18," $373,146 "," $5,972,395 ", $11.33 , $0.71 
50003,5003,City of Kenosha,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",KENOSHA,WI,256,"Kenosha, WI-IL",51,"124,064",27,"99,894",2020,12,2020,"113,954","19,614",5.81," $49,154 "," $339,197 ", $17.29 , $2.51 
50003,5003,City of Kenosha,LR,DO,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",KENOSHA,WI,256,"Kenosha, WI-IL",51,"124,064",27,"99,894",2020,12,2020,,,,,,,  
50003,5003,City of Kenosha,MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",KENOSHA,WI,256,"Kenosha, WI-IL",51,"124,064",27,"99,894",2020,12,2020,"2,473,461","777,818",3.18," $1,354,298 "," $6,239,968 ", $8.02 , $1.74 
50003,5003,City of Kenosha,SR,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",KENOSHA,WI,256,"Kenosha, WI-IL",51,"124,064",27,"99,894",2020,12,2020,"6,344","3,845",1.65," $2,825 "," $314,736 ", $81.86 , $0.73 
50004,5004,City of La Crosse,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LA CROSSE,WI,298,"La Crosse, WI-MN",51,"100,868",36,"71,201",2020,12,2020,"65,132","9,426",6.91," $94,413 "," $223,555 ", $23.72 , $10.02 
50004,5004,City of La Crosse,MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LA CROSSE,WI,298,"La Crosse, WI-MN",51,"100,868",36,"71,201",2020,12,2020,"1,656,964","552,719",3.00," $170,186 "," $5,301,401 ", $9.59 , $0.31 
50004,5004,City of La Crosse,TB,DO,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LA CROSSE,WI,298,"La Crosse, WI-MN",51,"100,868",36,"71,201",2020,12,2020,,,,,,,  
50005,5005,City of Madison,DR,DO,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",MADISON,WI,92,"Madison, WI",151,"401,661",71,"251,312",2020,12,2020,,,,,,,  
50005,5005,City of Madison,DR,PT,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",MADISON,WI,92,"Madison, WI",151,"401,661",71,"251,312",2020,12,2020,,,,,,,  
50005,5005,City of Madison,DR,TX,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",MADISON,WI,92,"Madison, WI",151,"401,661",71,"251,312",2020,12,2020,"457,963","61,949",7.39," $652,694 "," $2,236,949 ", $36.11 , $10.54 
50005,5005,City of Madison,MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",MADISON,WI,92,"Madison, WI",151,"401,661",71,"251,312",2020,12,2020,"18,531,465","4,693,426",3.95," $7,725,571 "," $49,175,986 ", $10.48 , $1.65 
50006,5006,"City of Racine, Wisconsin",CB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",RACINE,WI,239,"Racine, WI",49,"133,700",27,"112,100",2020,12,2020,"745,679","30,012",24.85," $90,826 "," $1,082,322 ", $36.06 , $3.03 
50006,5006,"City of Racine, Wisconsin",DR,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",RACINE,WI,239,"Racine, WI",49,"133,700",27,"112,100",2020,12,2020,"113,383","27,058",4.19," $42,614 "," $752,968 ", $27.83 , $1.57 
50006,5006,"City of Racine, Wisconsin",DR,PT,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",RACINE,WI,239,"Racine, WI",49,"133,700",27,"112,100",2020,12,2020,,,,,,,  
50006,5006,"City of Racine, Wisconsin",MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",RACINE,WI,239,"Racine, WI",49,"133,700",27,"112,100",2020,12,2020,"1,931,510","624,708",3.09," $352,559 "," $7,121,494 ", $11.40 , $0.56 
50006,5006,"City of Racine, Wisconsin",MB,PT,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",RACINE,WI,239,"Racine, WI",49,"133,700",27,"112,100",2020,12,2020,,,,,,,  
50008,5008,Milwaukee County,DR,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Milwaukee,WI,35,"Milwaukee, WI",546,"1,376,476",241,"945,726",2020,12,2020,"1,536,011","238,641",6.44," $969,731 "," $10,084,250 ", $42.26 , $4.06 
50008,5008,Milwaukee County,DR,TX,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Milwaukee,WI,35,"Milwaukee, WI",546,"1,376,476",241,"945,726",2020,12,2020,,,,,,,  
50008,5008,Milwaukee County,MB,DO,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Milwaukee,WI,35,"Milwaukee, WI",546,"1,376,476",241,"945,726",2020,12,2020,,,,,,,  
50008,5008,Milwaukee County,MB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Milwaukee,WI,35,"Milwaukee, WI",546,"1,376,476",241,"945,726",2020,12,2020,"56,734,752","18,040,236",3.14," $15,743,403 "," $131,667,905 ", $7.30 , $0.87 
50008,5008,Milwaukee County,VP,DO,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Milwaukee,WI,35,"Milwaukee, WI",546,"1,376,476",241,"945,726",2020,12,2020,,,,,,,  
50009,5009,"City of Oshkosh, Wisconsin",DR,PT,Inactive,Full Reporter,"City, County or Local Government Unit or Department of Transportation",OSHKOSH,WI,376,"Oshkosh, WI",31,"74,495",25,"66,816",2021,12,2021,,,,,,,  
50009,5009,"City of Oshkosh, Wisconsin",DR,TX,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",OSHKOSH,WI,376,"Oshkosh, WI",31,"74,495",25,"66,816",2021,12,2021,"226,313","48,215",4.69," $358,293 "," $788,379 ", $16.35 , $7.43 
50009,5009,"City of Oshkosh, Wisconsin",MB,DO,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",OSHKOSH,WI,376,"Oshkosh, WI",31,"74,495",25,"66,816",2021,12,2021,"1,329,330","468,074",2.84," $349,397 "," $3,588,892 ", $7.67 , $0.75 
50009,5009,"City of Oshkosh, Wisconsin",MB,PT,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",OSHKOSH,WI,376,"Oshkosh, WI",31,"74,495",25,"66,816",2021,12,2021,"62,586","4,533",13.81," $7,300 "," $170,065 ", $37.52 , $1.61 
50010,5010,METRO Regional Transit Authority,CB,DO,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,AKRON,OH,71,"Akron, OH",325,"569,499",420,"541,013",2020,12,2020,,,,,,,  
50010,5010,METRO Regional Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,AKRON,OH,71,"Akron, OH",325,"569,499",420,"541,013",2020,12,2020,"690,419","122,526",5.63," $1,050,729 "," $10,996,645 ", $89.75 , $8.58 
50010,5010,METRO Regional Transit Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,AKRON,OH,71,"Akron, OH",325,"569,499",420,"541,013",2020,12,2020,"293,311","48,815",6.01," $43,286 "," $1,226,552 ", $25.13 , $0.89 
50010,5010,METRO Regional Transit Authority,DR,TX,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,AKRON,OH,71,"Akron, OH",325,"569,499",420,"541,013",2020,12,2020,,,,,,,  
50010,5010,METRO Regional Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,AKRON,OH,71,"Akron, OH",325,"569,499",420,"541,013",2020,12,2020,"13,977,760","3,128,383",4.47," $1,949,348 "," $39,604,193 ", $12.66 , $0.62 
50011,5011,Stark Area Regional Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,CANTON,OH,135,"Canton, OH",166,"279,245",581,"375,586",2020,12,2020,"687,362","92,110",7.46," $236,310 "," $8,097,115 ", $87.91 , $2.57 
50011,5011,Stark Area Regional Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,CANTON,OH,135,"Canton, OH",166,"279,245",581,"375,586",2020,12,2020,"8,535,013","1,242,691",6.87," $844,884 "," $16,363,091 ", $13.17 , $0.68 
50012,5012,Southwest Ohio Regional Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,CINCINNATI,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",289,"744,901",2020,12,2020,"903,035","102,269",8.83," $412,526 "," $7,156,863 ", $69.98 , $4.03 
50012,5012,Southwest Ohio Regional Transit Authority,DR,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,CINCINNATI,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",289,"744,901",2020,12,2020,,,,,,,  
50012,5012,Southwest Ohio Regional Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,CINCINNATI,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",289,"744,901",2020,12,2020,"41,086,546","7,315,465",5.62," $13,877,856 "," $90,399,833 ", $12.36 , $1.90 
50012,5012,Southwest Ohio Regional Transit Authority,SR,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,CINCINNATI,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",289,"744,901",2020,12,2020,,,,,,,  
50015,5015,The Greater Cleveland Regional Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Cleveland,OH,25,"Cleveland, OH",772,"1,780,673",458,"1,412,140",2020,12,2020,"1,414,360","191,351",7.39," $1,222,004 "," $27,118,664 ", $141.72 , $6.39 
50015,5015,The Greater Cleveland Regional Transit Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Cleveland,OH,25,"Cleveland, OH",772,"1,780,673",458,"1,412,140",2020,12,2020,"1,121,887","134,868",8.32," $223,183 "," $15,376,990 ", $114.02 , $1.65 
50015,5015,The Greater Cleveland Regional Transit Authority,HR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Cleveland,OH,25,"Cleveland, OH",772,"1,780,673",458,"1,412,140",2020,12,2020,"18,361,515","2,638,201",6.96," $3,682,948 "," $36,034,506 ", $13.66 , $1.40 
50015,5015,The Greater Cleveland Regional Transit Authority,LR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Cleveland,OH,25,"Cleveland, OH",772,"1,780,673",458,"1,412,140",2020,12,2020,"2,065,735","589,245",3.51," $1,052,721 "," $11,662,694 ", $19.79 , $1.79 
50015,5015,The Greater Cleveland Regional Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Cleveland,OH,25,"Cleveland, OH",772,"1,780,673",458,"1,412,140",2020,12,2020,"51,619,308","11,846,793",4.36," $18,633,518 "," $164,052,964 ", $13.85 , $1.57 
50015,5015,The Greater Cleveland Regional Transit Authority,RB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,Cleveland,OH,25,"Cleveland, OH",772,"1,780,673",458,"1,412,140",2020,12,2020,"4,106,941","1,462,001",2.81," $1,380,409 "," $5,551,941 ", $3.80 , $0.94 
50015,5015,The Greater Cleveland Regional Transit Authority,VP,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,Cleveland,OH,25,"Cleveland, OH",772,"1,780,673",458,"1,412,140",2020,12,2020,,,,,,,  
50016,5016,Central Ohio Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBUS,OH,36,"Columbus, OH",510,"1,368,035",336,"1,160,165",2020,12,2020,"27,988","6,396",4.38, $-   ," $1,113,540 ", $174.10 , $-   
50016,5016,Central Ohio Transit Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBUS,OH,36,"Columbus, OH",510,"1,368,035",336,"1,160,165",2020,12,2020,"1,914,788","163,460",11.71," $200,487 "," $13,278,422 ", $81.23 , $1.23 
50016,5016,Central Ohio Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,COLUMBUS,OH,36,"Columbus, OH",510,"1,368,035",336,"1,160,165",2020,12,2020,"40,149,895","10,322,492",3.89," $4,166,012 "," $167,448,121 ", $16.22 , $0.40 
50017,5017,Greater Dayton Regional Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,DAYTON,OH,59,"Dayton, OH",351,"724,091",274,"559,062",2020,12,2020,"1,225,318","149,449",8.20," $519,717 "," $12,436,602 ", $83.22 , $3.48 
50017,5017,Greater Dayton Regional Transit Authority,DR,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,DAYTON,OH,59,"Dayton, OH",351,"724,091",274,"559,062",2020,12,2020,,,,,,,  
50017,5017,Greater Dayton Regional Transit Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,DAYTON,OH,59,"Dayton, OH",351,"724,091",274,"559,062",2020,12,2020,"33,805,776","4,462,605",7.58," $4,904,015 "," $43,993,385 ", $9.86 , $1.10 
50017,5017,Greater Dayton Regional Transit Authority,MB,PT,Inactive,Full Reporter,Independent Public Agency or Authority of Transit Service,DAYTON,OH,59,"Dayton, OH",351,"724,091",274,"559,062",2020,12,2020,,,,,,,  
50017,5017,Greater Dayton Regional Transit Authority,TB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,DAYTON,OH,59,"Dayton, OH",351,"724,091",274,"559,062",2020,12,2020,"7,112,313","1,449,350",4.91," $969,079 "," $11,521,475 ", $7.95 , $0.67 
50019,5019,City of Middletown,DR,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",MIDDLETOWN,OH,308,"Middletown, OH",56,"97,503",20,"50,987",2021,12,2021,,,,,,,  
50019,5019,City of Middletown,MB,DO,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",MIDDLETOWN,OH,308,"Middletown, OH",56,"97,503",20,"50,987",2021,12,2021,,,,,,,  
50020,5020,"City of Springfield, Ohio",DR,DO,Inactive,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",SPRINGFIELD,OH,337,"Springfield, OH",49,"85,256",25,"58,877",2020,12,2020,,,,,,,  
50020,5020,"City of Springfield, Ohio",DR,PT,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",SPRINGFIELD,OH,337,"Springfield, OH",49,"85,256",25,"58,877",2020,12,2020,,,,,,,  
50020,5020,"City of Springfield, Ohio",MB,DO,Inactive,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",SPRINGFIELD,OH,337,"Springfield, OH",49,"85,256",25,"58,877",2020,12,2020,,,,,,,  
50020,5020,"City of Springfield, Ohio",MB,PT,Active,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",SPRINGFIELD,OH,337,"Springfield, OH",49,"85,256",25,"58,877",2020,12,2020,,,,,,,  
50021,5021,Portage Area Regional Transportation Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,KENT,OH,71,"Akron, OH",325,"569,499",504,"162,466",2020,12,2020,"324,025","40,670",7.97," $271,179 "," $2,716,996 ", $66.81 , $6.67 
50021,5021,Portage Area Regional Transportation Authority,MB,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,KENT,OH,71,"Akron, OH",325,"569,499",504,"162,466",2020,12,2020,"1,033,316","397,309",2.60," $1,714,848 "," $5,924,338 ", $14.91 , $4.32 
50022,5022,Toledo Area Regional Transit Authority,DR,DO,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,TOLEDO,OH,80,"Toledo, OH-MI",240,"507,643",142,"374,213",2020,12,2020,"935,752","139,415",6.71," $188,659 "," $3,710,360 ", $26.61 , $1.35 
50022,5022,Toledo Area Regional Transit Authority,DR,PT,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,TOLEDO,OH,80,"Toledo, OH-MI",240,"507,643",142,"374,213",2020,12,2020,"183,820","26,253",7.00," $9,282 "," $506,430 ", $19.29 , $0.35 
